Algorithm Category,Algorithm Name,Dataset Name,Dataset Size,Run Index,Warmup,Time (s),Comparisons,Swaps/Moves,Auxiliary Elements,Status,Error Detail
Counting Sort,counting_sort_unstable,sorted_int,1000,2,False,0.0009576030060998164,0.0,11987.0,10987.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,1000,3,False,0.000964762999501545,0.0,11987.0,10987.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,10000,-1,True,0.009927402003086172,0.0,119985.0,109985.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,10000,0,False,0.010332102996471804,0.0,119985.0,109985.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,10000,1,False,0.009935121997841634,0.0,119985.0,109985.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,10000,2,False,0.009722340997541323,0.0,119985.0,109985.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,10000,3,False,0.009740731999045238,0.0,119985.0,109985.0,OK,
Counting Sort,counting_sort_stable,partially_sorted_int,1000000,0,False,0.9542222730015055,0.0,22999969.0,10999985.0,OK,
Counting Sort,counting_sort_stable,partially_sorted_int,1000000,1,False,0.9462596270022914,0.0,22999969.0,10999985.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,100000,-1,True,0.09928009000577731,0.0,1199988.0,1099988.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,100000,0,False,0.09955408099631313,0.0,1199988.0,1099988.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,100000,1,False,0.10172835699631833,0.0,1199988.0,1099988.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,100000,2,False,0.09169411500624847,0.0,1199988.0,1099988.0,OK,
Counting Sort,counting_sort_unstable,sorted_int,100000,3,False,0.10004924199893139,0.0,1199988.0,1099988.0,OK,
Counting Sort,counting_sort_stable,partially_sorted_int,1000000,2,False,1.0771519469999475,0.0,22999969.0,10999985.0,OK,
Counting Sort,counting_sort_stable,partially_sorted_int,1000000,3,False,1.087270410003839,0.0,22999969.0,10999985.0,OK,
Counting Sort,counting_sort_unstable,random_uniform_int,1000000,-1,True,0.8780826069996692,0.0,11999991.0,10999991.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100,-1,True,8.946999878389761e-05,0.0,1161.0,1061.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100,0,False,8.307999814860523e-05,0.0,1161.0,1061.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100,1,False,8.087100286502391e-05,0.0,1161.0,1061.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100,2,False,8.019999950192869e-05,0.0,1161.0,1061.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,100,3,False,8.20299974293448e-05,0.0,1161.0,1061.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,1000,-1,True,0.0008910730030038394,0.0,11999.0,10999.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,1000,0,False,0.0008824420001474209,0.0,11999.0,10999.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,1000,1,False,0.0008742520003579557,0.0,11999.0,10999.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,1000,2,False,0.0008733130016480573,0.0,11999.0,10999.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,1000,3,False,0.000876983001944609,0.0,11999.0,10999.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,10000,-1,True,0.009335200003988575,0.0,119982.0,109982.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,10000,0,False,0.00908134899509605,0.0,119982.0,109982.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,10000,1,False,0.008827858997392468,0.0,119982.0,109982.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,10000,2,False,0.00892406799539458,0.0,119982.0,109982.0,OK,
Counting Sort,counting_sort_unstable,reverse_sorted_int,10000,3,False,0.008894919003068935,0.0,119982.0,109982.0,OK,
